<<<<<<< HEAD
label,message
ham,Gd luck 4 ur exams :-)
ham,"K, want us to come by now?"
ham,Jus finish blowing my hair. U finish dinner already?
spam,Your Google Pay is blocked! Update at update.com immediately
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,I'm excited about the address
spam,Canada PR visa - guaranteed approval! Apply at canada-pr.in
spam,Lucky draw winner! You won 10000 Rs! Verify at prize.in
spam,Flipkart refund of 5 crore pending! Claim at betking.com
spam,CONGRATULATIONS! You won 50000 Rs in Airtel lottery! Call +447310399942
ham,Go chase after her and run her over while she's crossing the street
spam,IDBI: Your account is locked. Update KYC at lottery.in
ham,Can u get pic msgs to your phone?
ham,Well i know Z will take care of me. So no worries.
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,"That's good, because I need drugs"
spam,Samsung Galaxy for 10 crore only! Limited stock at verify.in
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
ham,Its a great day. Do have yourself a beautiful one.
ham,I'm awake oh. What's up.
spam,Shoes for 5 lakh only! Limited stock at winner.com
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
spam,Smart TV for 1 crore! Limited time at winner.com
ham,Why didn't u call on your lunch?
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
spam,basketball betting - get 200% bonus! Join update.com
spam,SBI: Your credit card will expire. Renew at winner.com
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
ham,What year. And how many miles.
spam,Work from home - earn 5000 Rs monthly! Register at betking.com
ham,Ya even those cookies have jelly on them
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
spam,Your number won 5 crore! Claim at betking.com
ham,May i call You later Pls
ham,Rofl betta invest in some  anti aging products
spam,Win 5000 Rs in cricket betting! Play now at update.com
spam,SBI: Your ATM card will expire. Renew at prize.in
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,"Playin space poker, u?"
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
ham,Give me a sec to think think about it
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
spam,You are selected for 2 crore prize! WhatsApp +447310399942
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
ham,I'm in office now . I will call you  &lt;#&gt;  min:)
ham,I borrow ur bag ok.
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
spam,IDBI: Your ATM card will expire. Renew at winner.com
spam,Laptop for 1 crore! Limited time at kyc.in
spam,Lucky draw winner! You won 10 crore! Verify at verify.in
ham,I'll get the family for you
ham,Ugh I don't wanna get out of bed. It's so warm.
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
ham,I'll be available
spam,Union Bank: Your debit card will expire. Renew at secure.com
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
spam,iPhone 14 at 70% discount! Buy now at betking.com
ham,Msg me when rajini comes.
ham,"Sir, waiting for your letter."
spam,WhatsApp +918765432109 to claim your prize of 10000 Rs!
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
spam,PAN card KYC pending! Complete at winner.com to avoid block
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,Thanks for your details
ham,Then why you not responding
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"""
spam,Vehicle loan approved! Get 5 crore instantly. Apply at winner.com
ham,Lmao you know me so well...
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
spam,CONGRATULATIONS! You won 5000 Rs in National lottery! Call +918765432109
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
spam,Join WhatsApp group for daily income 10000 Rs! Message +918899776655
spam,Instant loan - get 5000 Rs in 1 hour! Apply at winner.com
spam,Win 2 crore in kabaddi betting! Play now at prize.in
ham,All day working day:)except saturday and sunday..
ham,"Sorry, went to bed early, nightnight"
ham,have got * few things to do. may be in * pub later.
ham,Still work going on:)it is very small house.
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
spam,IPL betting - get 200% bonus! Join betking.com
spam,URGENT: cricket betting bonus 5000 Rs! Claim at lottery.in
ham,Ok lor... But buy wat?
ham,Is fujitsu s series lifebook good?
ham,Are there TA jobs available? Let me know please cos i really need to start working
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
spam,URGENT: football betting bonus 10 lakh! Claim at secure.com
spam,Voter ID verification required! Update at secure.com within 48 hours
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,Every day i use to sleep after  &lt;#&gt;  so only.
ham,U guys never invite me anywhere :(
spam,Lucky draw winner! You won 10000 Rs! Verify at prize.in
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,I have no money 4 steve mate! !
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
spam,Add me on WhatsApp +447310399942 to receive your lottery prize
ham,I'm looking forward to weekend
spam,"Samsung Galaxy at 80% off! Hurry, buy at kyc.in"
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham,Lemme know when you're here
spam,URGENT: tennis betting bonus 5 lakh! Claim at bet365.in
spam,Government lottery winner! Prize: 50000 Rs. Contact +919988776655
ham,K.k.how is your business now?
ham,Should I be stalking u?
spam,Add me on WhatsApp +919123456789 to receive your lucky draw prize
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
spam,Union Bank: Your account is locked. Update KYC at update.com
spam,WhatsApp +918765432109 to claim your prize of 50000 Rs!
ham,What he said is not the matter. My mind saying some other matter is there.
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
spam,Driving license KYC pending! Complete at secure.com to avoid block
ham,See you at home
spam,Win 25 lakh in IPL betting! Play now at winner.com
ham,This pain couldn't have come at a worse time.
ham,Glad to see your reply.
ham,You do what all you like
spam,Aadhaar refund of 25 lakh pending! Claim at betking.com
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,How are you. Just checking up on you
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
ham,No..he joined today itself.
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
spam,URGENT: kabaddi betting bonus 25 lakh! Claim at claim.com
spam,Flipkart refund of 1 crore pending! Claim at update.com
spam,Kotak Alert: Suspicious activity. Click verify.in to secure account
ham,From tomorrow onwards eve 6 to 3 work.
ham,Lol well don't do it without me. We could have a big sale together.
spam,Your number won 25 lakh! Claim at lottery.in
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
spam,Pre-approved loan of 25 lakh! No documents. Call +919123456789
ham,Where are you?when wil you reach here?
spam,Axis: Your ATM card will expire. Renew at prize.in
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,Can't take any major roles in community outreach. You rock mel
ham,I like to talk pa but am not able to. I dont know y.
ham,Huh so early.. Then ü having dinner outside izzit?
ham,Printer is cool. I mean groovy. Wine is groovying
ham,No. But we'll do medical missions to nigeria
spam,"Samsung Galaxy at 80% off! Hurry, buy at prize.in"
spam,Gold loan - get 2 crore in 24 hours. WhatsApp +918899776655
ham,"Princess, is your kitty shaved or natural?"
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,Yes:)sura in sun tv.:)lol.
ham,Can we meet at 5pm?
ham,Its sarcasm.. .nt scarcasim
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
spam,Vehicle loan - get 5 crore in 24 hours. WhatsApp +918899776655
spam,Driving license refund of 5000 Rs pending! Claim at prize.in
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,God bless.get good sleep my dear...i will pray!
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
ham,Hey you told your name to gautham ah?
spam,URGENT: football betting bonus 5000 Rs! Claim at prize.in
ham,"Nothing, i got msg frm tht unknown no.."
spam,Instant loan - get 50 lakh in 1 hour! Apply at update.com
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
spam,Your PAN card is blocked! Update at bet365.in immediately
spam,form filling jobs - earn 5000 Rs daily! Join at bet365.in
